raceId_,driverId_,circuitRef_,full_name_,position_,grid_,race_time_,shortest_pit_stop_milliseconds,longest_pit_stop_milliseconds,mean_pit_stop_milliseconds
841,1,albert_park,Lewis Hamilton,2,2,+22.297,23199.0,23227.0,23213.0
841,2,albert_park,Nick Heidfeld,12,18,0,22994.0,25098.0,24046.0
841,3,albert_park,Nico Rosberg,0,7,0,23716.0,23716.0,23716.0
841,4,albert_park,Fernando Alonso,4,5,+31.772,23251.0,24733.0,24055.0
841,5,albert_park,Heikki Kovalainen,0,19,0,24865.0,24865.0,24865.0
841,10,albert_park,Timo Glock,0,21,0,23792.0,23792.0,23792.0
841,13,albert_park,Felipe Massa,7,8,+1:25.186,23842.0,24500.0,24145.666666666668
841,15,albert_park,Jarno Trulli,13,20,0,24848.0,24899.0,24873.5
841,16,albert_park,Adrian Sutil,9,16,0,23871.0,25978.0,24924.5
841,17,albert_park,Mark Webber,5,3,+38.171,22520.0,26230.0,24058.666666666668
841,18,albert_park,Jenson Button,6,4,+54.304,16867.0,23303.0,20950.333333333332
841,20,albert_park,Sebastian Vettel,1,1,1:29:30.259,22603.0,24036.0,23319.5
841,22,albert_park,Rubens Barrichello,0,17,0,16892.0,37856.0,26175.0
841,30,albert_park,Michael Schumacher,0,11,0,23988.0,25021.0,24504.5
841,67,albert_park,Sébastien Buemi,8,10,0,23100.0,25342.0,24221.0
841,153,albert_park,Jaime Alguersuari,11,12,0,24463.0,26898.0,25903.0
841,155,albert_park,Kamui Kobayashi,0,9,0,24064.0,24192.0,24128.0
841,808,albert_park,Vitaly Petrov,3,6,+30.560,24535.0,25683.0,25109.0
841,814,albert_park,Paul di Resta,10,14,0,24332.0,24863.0,24597.5
841,815,albert_park,Sergio Pérez,0,13,0,23438.0,23438.0,23438.0
841,816,albert_park,Jérôme d'Ambrosio,14,22,0,25259.0,26446.0,25852.5
842,1,sepang,Lewis Hamilton,8,2,+1:09.957,22466.0,25382.0,23252.75
842,2,sepang,Nick Heidfeld,3,6,+25.075,22602.0,23900.0,23241.0
842,3,sepang,Nico Rosberg,12,9,0,22526.0,24967.0,23356.666666666668
842,4,sepang,Fernando Alonso,6,5,+37.248,23152.0,27182.0,24510.0
842,5,sepang,Heikki Kovalainen,15,19,0,23336.0,29084.0,26210.0
842,10,sepang,Timo Glock,16,21,0,24429.0,24617.0,24523.0
842,13,sepang,Felipe Massa,5,7,+36.958,22541.0,29224.0,24886.0
842,15,sepang,Jarno Trulli,0,20,0,25516.0,25516.0,25516.0
842,16,sepang,Adrian Sutil,11,17,+1:41.379,22046.0,31694.0,25430.0
842,17,sepang,Mark Webber,4,3,+26.384,21991.0,22572.0,22198.25
842,18,sepang,Jenson Button,2,4,+3.261,22400.0,22483.0,22451.333333333332
842,20,sepang,Sebastian Vettel,1,1,1:37:39.832,21893.0,23019.0,22408.333333333332
842,22,sepang,Rubens Barrichello,0,15,0,24502.0,32978.0,28740.0
842,24,sepang,Vitantonio Liuzzi,0,23,0,26554.0,38823.0,31064.0
842,30,sepang,Michael Schumacher,9,11,+1:24.896,22227.0,22576.0,22354.666666666668
842,67,sepang,Sébastien Buemi,13,12,0,23280.0,29843.0,26854.0
842,153,sepang,Jaime Alguersuari,14,13,0,22888.0,23584.0,23236.0
842,155,sepang,Kamui Kobayashi,7,10,+1:06.439,23280.0,23442.0,23361.0
842,808,sepang,Vitaly Petrov,17,8,0,22680.0,28694.0,24852.0
842,814,sepang,Paul di Resta,10,14,+1:31.563,22419.0,23977.0,23056.333333333332
842,815,sepang,Sergio Pérez,0,16,0,23597.0,23597.0,23597.0
842,816,sepang,Jérôme d'Ambrosio,0,22,0,24416.0,26252.0,25334.0
843,1,shanghai,Lewis Hamilton,1,3,1:36:58.226,20533.0,20878.0,20659.333333333332
843,2,shanghai,Nick Heidfeld,12,16,+1:12.739,21821.0,22216.0,22018.5
843,3,shanghai,Nico Rosberg,5,4,+13.448,20720.0,22005.0,21165.333333333332
843,4,shanghai,Fernando Alonso,7,5,+30.622,21251.0,22524.0,21887.5
843,5,shanghai,Heikki Kovalainen,16,19,0,21890.0,22485.0,22187.5
843,10,shanghai,Timo Glock,21,22,0,21908.0,33827.0,26139.333333333332
843,13,shanghai,Felipe Massa,6,6,+15.840,21168.0,21624.0,21396.0
843,15,shanghai,Jarno Trulli,19,20,0,22260.0,23029.0,22644.5
843,16,shanghai,Adrian Sutil,15,11,0,20989.0,28708.0,23585.0
843,17,shanghai,Mark Webber,3,18,+7.555,21091.0,23442.0,21888.333333333332
843,18,shanghai,Jenson Button,4,2,+10.000,20758.0,23779.0,21924.666666666668
843,20,shanghai,Sebastian Vettel,2,1,+5.198,21533.0,21995.0,21764.0
843,22,shanghai,Rubens Barrichello,13,15,+1:30.189,21481.0,21709.0,21595.0
843,24,shanghai,Vitantonio Liuzzi,22,23,0,14160.0,24467.0,20708.666666666668
843,30,shanghai,Michael Schumacher,8,14,+31.026,20522.0,21964.0,21295.333333333332
843,39,shanghai,Narain Karthikeyan,23,24,0,26049.0,26049.0,26049.0
843,67,shanghai,Sébastien Buemi,14,9,+1:30.671,21928.0,24722.0,22886.666666666668
843,153,shanghai,Jaime Alguersuari,0,7,0,22419.0,22419.0,22419.0
843,155,shanghai,Kamui Kobayashi,10,13,+1:03.273,21855.0,21936.0,21895.5
843,808,shanghai,Vitaly Petrov,9,10,+57.404,21981.0,22005.0,21993.0
843,813,shanghai,Pastor Maldonado,18,17,0,22062.0,27620.0,24280.666666666668
843,814,shanghai,Paul di Resta,11,8,+1:08.757,21218.0,21989.0,21603.5
843,815,shanghai,Sergio Pérez,17,12,0,13900.0,28845.0,21903.75
843,816,shanghai,Jérôme d'Ambrosio,20,21,0,22802.0,22901.0,22851.5
844,1,istanbul,Lewis Hamilton,4,4,+40.232,20833.0,35688.0,24909.25
844,2,istanbul,Nick Heidfeld,7,9,+1:00.857,20872.0,22300.0,21743.75
844,3,istanbul,Nico Rosberg,5,3,+47.539,20308.0,22573.0,21189.25
844,4,istanbul,Fernando Alonso,3,5,+10.075,21308.0,21732.0,21530.25
844,5,istanbul,Heikki Kovalainen,19,18,0,21633.0,23114.0,22533.666666666668
844,13,istanbul,Felipe Massa,11,10,+1:19.823,21322.0,26685.0,23375.0
844,15,istanbul,Jarno Trulli,18,19,0,22219.0,23066.0,22715.666666666668
844,16,istanbul,Adrian Sutil,13,12,0,21006.0,21649.0,21246.333333333332
844,17,istanbul,Mark Webber,2,2,+8.807,20421.0,22087.0,21100.25
844,18,istanbul,Jenson Button,6,6,+59.431,21368.0,22639.0,21808.0
844,20,istanbul,Sebastian Vettel,1,1,1:30:17.558,20112.0,20623.0,20402.25
844,22,istanbul,Rubens Barrichello,15,11,0,21687.0,22868.0,22424.0
844,24,istanbul,Vitantonio Liuzzi,22,20,0,24634.0,56611.0,37493.25
844,30,istanbul,Michael Schumacher,12,8,+1:25.444,20379.0,30182.0,23016.25
844,39,istanbul,Narain Karthikeyan,21,22,0,24474.0,27353.0,25596.333333333332
844,67,istanbul,Sébastien Buemi,9,16,+1:09.394,21769.0,22128.0,21976.333333333332
844,153,istanbul,Jaime Alguersuari,16,17,0,21826.0,22713.0,22114.0
844,155,istanbul,Kamui Kobayashi,10,24,+1:18.021,21820.0,23455.0,22577.0
844,808,istanbul,Vitaly Petrov,8,7,+1:08.168,21323.0,21838.0,21561.25
844,813,istanbul,Pastor Maldonado,17,14,0,13925.0,23881.0,20547.0
844,814,istanbul,Paul di Resta,0,13,0,20775.0,21403.0,20998.75
844,815,istanbul,Sergio Pérez,14,15,0,21715.0,29270.0,24061.25
844,816,istanbul,Jérôme d'Ambrosio,20,23,0,22779.0,24837.0,23808.0
845,1,catalunya,Lewis Hamilton,2,3,+0.630,19761.0,20988.0,20364.25
845,2,catalunya,Nick Heidfeld,8,24,0,20796.0,21953.0,21357.0
845,3,catalunya,Nico Rosberg,7,7,0,19534.0,20647.0,20192.0
845,4,catalunya,Fernando Alonso,5,4,0,20238.0,20738.0,20480.75
845,5,catalunya,Heikki Kovalainen,0,15,0,20807.0,23068.0,21631.333333333332
845,10,catalunya,Timo Glock,19,20,0,21170.0,22744.0,21848.666666666668
845,13,catalunya,Felipe Massa,0,8,0,20800.0,22419.0,21618.0
845,15,catalunya,Jarno Trulli,18,18,0,21723.0,23001.0,22362.666666666668
845,16,catalunya,Adrian Sutil,13,17,0,20267.0,23230.0,21423.333333333332
845,17,catalunya,Mark Webber,4,1,+47.966,19984.0,20881.0,20305.75
845,18,catalunya,Jenson Button,3,5,+35.697,20015.0,20763.0,20295.0
845,20,catalunya,Sebastian Vettel,1,2,1:39:03.301,19887.0,20426.0,20214.5
845,22,catalunya,Rubens Barrichello,17,19,0,20637.0,29936.0,23112.25
845,24,catalunya,Vitantonio Liuzzi,0,21,0,23157.0,23157.0,23157.0
845,30,catalunya,Michael Schumacher,6,10,0,20084.0,20487.0,20340.666666666668
845,39,catalunya,Narain Karthikeyan,21,22,0,24298.0,24843.0,24529.666666666668
845,67,catalunya,Sébastien Buemi,14,11,0,20818.0,24745.0,22127.333333333332
845,153,catalunya,Jaime Alguersuari,16,13,0,20741.0,23143.0,21443.75
845,155,catalunya,Kamui Kobayashi,10,14,0,20500.0,24871.0,22166.333333333332
845,808,catalunya,Vitaly Petrov,11,6,0,21739.0,24232.0,22609.0
845,813,catalunya,Pastor Maldonado,15,9,0,21574.0,24821.0,22790.25
845,814,catalunya,Paul di Resta,12,16,0,20070.0,20573.0,20256.333333333332
845,815,catalunya,Sergio Pérez,9,12,0,21143.0,23592.0,22188.0
845,816,catalunya,Jérôme d'Ambrosio,20,23,0,21708.0,23176.0,22622.0
846,1,monaco,Lewis Hamilton,6,9,+27.210,19347.0,31445.0,25923.0
846,2,monaco,Nick Heidfeld,8,15,0,25851.0,26281.0,26066.0
846,3,monaco,Nico Rosberg,11,7,0,25116.0,25310.0,25205.0
846,4,monaco,Fernando Alonso,2,4,+1.138,25352.0,31382.0,28367.0
846,5,monaco,Heikki Kovalainen,14,17,0,25878.0,26477.0,26177.5
846,10,monaco,Timo Glock,0,20,0,26827.0,26827.0,26827.0
846,13,monaco,Felipe Massa,0,6,0,26615.0,26615.0,26615.0
846,15,monaco,Jarno Trulli,13,18,0,25595.0,26065.0,25830.0
846,16,monaco,Adrian Sutil,7,14,0,25037.0,27879.0,26458.0
846,17,monaco,Mark Webber,4,3,+23.101,26269.0,37735.0,32002.0
846,18,monaco,Jenson Button,3,2,+2.378,24670.0,26421.0,25457.0
846,20,monaco,Sebastian Vettel,1,1,2:09:38.373,28536.0,28536.0,28536.0
846,22,monaco,Rubens Barrichello,9,11,0,25675.0,25921.0,25798.0
846,24,monaco,Vitantonio Liuzzi,16,23,0,28298.0,28298.0,28298.0
846,30,monaco,Michael Schumacher,0,5,0,35084.0,35084.0,35084.0
846,39,monaco,Narain Karthikeyan,17,22,0,28325.0,39917.0,34121.0
846,67,monaco,Sébastien Buemi,10,16,0,25045.0,26073.0,25559.0
846,153,monaco,Jaime Alguersuari,0,19,0,25907.0,27550.0,26728.5
846,155,monaco,Kamui Kobayashi,5,12,+26.916,28642.0,28642.0,28642.0
846,808,monaco,Vitaly Petrov,0,10,0,28856.0,28856.0,28856.0
846,813,monaco,Pastor Maldonado,18,8,0,25687.0,26468.0,26077.5
846,814,monaco,Paul di Resta,12,13,0,19360.0,47226.0,30518.666666666668
846,816,monaco,Jérôme d'Ambrosio,15,21,0,26464.0,27577.0,27020.5
847,2,villeneuve,Nick Heidfeld,0,9,0,23113.0,23364.0,23238.5
847,3,villeneuve,Nico Rosberg,11,6,+50.454,22702.0,23105.0,22882.0
847,4,villeneuve,Fernando Alonso,0,2,0,23893.0,26348.0,25456.666666666668
847,5,villeneuve,Heikki Kovalainen,0,19,0,44037.0,44037.0,44037.0
847,10,villeneuve,Timo Glock,16,21,0,24425.0,25079.0,24752.0
847,13,villeneuve,Felipe Massa,6,3,+33.225,22560.0,28346.0,24633.5
847,15,villeneuve,Jarno Trulli,17,18,0,23332.0,51684.0,33385.333333333336
847,16,villeneuve,Adrian Sutil,0,14,0,14565.0,32449.0,23497.25
847,17,villeneuve,Mark Webber,3,4,+13.828,22402.0,29546.0,24906.0
847,18,villeneuve,Jenson Button,1,7,4:04:39.537,14501.0,31718.0,23511.166666666668
847,20,villeneuve,Sebastian Vettel,2,1,+2.709,22526.0,23872.0,23118.666666666668
847,22,villeneuve,Rubens Barrichello,9,16,+45.117,23059.0,25066.0,24028.5
847,24,villeneuve,Vitantonio Liuzzi,13,20,0,27202.0,34897.0,31792.333333333332
847,30,villeneuve,Michael Schumacher,4,8,+14.219,22832.0,24472.0,23592.25
847,37,villeneuve,Pedro de la Rosa,12,17,+1:03.607,24039.0,30288.0,27163.5
847,39,villeneuve,Narain Karthikeyan,14,22,0,29115.0,29540.0,29327.5
847,67,villeneuve,Sébastien Buemi,10,15,+47.056,23949.0,26561.0,24782.25
847,153,villeneuve,Jaime Alguersuari,8,24,+35.964,23338.0,26045.0,24748.666666666668
847,155,villeneuve,Kamui Kobayashi,7,13,+33.270,23687.0,24618.0,24152.5
847,808,villeneuve,Vitaly Petrov,5,10,+20.395,23816.0,24145.0,23980.5
847,813,villeneuve,Pastor Maldonado,0,12,0,23571.0,31701.0,25501.6
847,814,villeneuve,Paul di Resta,18,11,0,14538.0,28630.0,22194.0
847,816,villeneuve,Jérôme d'Ambrosio,15,23,0,14538.0,30714.0,24909.4
848,1,valencia,Lewis Hamilton,4,3,+46.190,20212.0,21035.0,20529.0
848,2,valencia,Nick Heidfeld,10,9,0,21472.0,22285.0,21957.0
848,3,valencia,Nico Rosberg,7,7,+1:38.090,20896.0,23547.0,21832.333333333332
848,4,valencia,Fernando Alonso,2,4,+10.891,20136.0,21477.0,20721.333333333332
848,5,valencia,Heikki Kovalainen,19,19,0,21126.0,23241.0,22333.0
848,10,valencia,Timo Glock,21,21,0,21900.0,22030.0,21965.0
848,13,valencia,Felipe Massa,5,5,+51.705,20404.0,25537.0,22219.666666666668
848,15,valencia,Jarno Trulli,20,20,0,22131.0,23327.0,22729.0
848,16,valencia,Adrian Sutil,9,10,0,20286.0,21036.0,20666.0
848,17,valencia,Mark Webber,3,2,+27.255,20319.0,20465.0,20383.666666666668
848,18,valencia,Jenson Button,6,6,+1:00.065,20325.0,20997.0,20600.333333333332
848,20,valencia,Sebastian Vettel,1,1,1:39:36.169,20331.0,21006.0,20592.666666666668
848,22,valencia,Rubens Barrichello,12,13,0,21163.0,21286.0,21237.0
848,24,valencia,Vitantonio Liuzzi,23,22,0,22235.0,24459.0,23153.333333333332
848,30,valencia,Michael Schumacher,17,8,0,21168.0,30665.0,24344.666666666668
848,39,valencia,Narain Karthikeyan,24,24,0,24675.0,28030.0,26254.666666666668
848,67,valencia,Sébastien Buemi,13,17,0,20460.0,21321.0,20925.333333333332
848,153,valencia,Jaime Alguersuari,8,18,0,21103.0,21391.0,21247.0
848,155,valencia,Kamui Kobayashi,16,14,0,20545.0,23492.0,22018.5
848,808,valencia,Vitaly Petrov,15,11,0,21105.0,22104.0,21459.0
848,813,valencia,Pastor Maldonado,18,15,0,21301.0,21805.0,21532.0
848,814,valencia,Paul di Resta,14,12,0,20567.0,21069.0,20818.0
848,815,valencia,Sergio Pérez,11,16,0,21939.0,21939.0,21939.0
848,816,valencia,Jérôme d'Ambrosio,22,23,0,21943.0,22250.0,22096.5
849,1,silverstone,Lewis Hamilton,4,10,+28.986,23340.0,25100.0,24168.333333333332
849,2,silverstone,Nick Heidfeld,8,16,+1:15.542,24434.0,24716.0,24575.0
849,3,silverstone,Nico Rosberg,6,9,+1:00.665,24399.0,24722.0,24560.5
849,4,silverstone,Fernando Alonso,1,3,1:28:41.196,23474.0,26566.0,24671.333333333332
849,10,silverstone,Timo Glock,16,20,0,24959.0,25416.0,25187.5
849,13,silverstone,Felipe Massa,5,4,+29.010,23238.0,24159.0,23775.333333333332
849,16,silverstone,Adrian Sutil,11,11,+1:19.712,24077.0,27240.0,25684.666666666668
849,17,silverstone,Mark Webber,3,1,+16.947,23785.0,25490.0,24416.0
849,18,silverstone,Jenson Button,0,5,0,23292.0,25070.0,24216.333333333332
849,20,silverstone,Sebastian Vettel,2,2,+16.511,23137.0,31558.0,26504.333333333332
849,22,silverstone,Rubens Barrichello,13,15,0,23955.0,25860.0,24907.5
849,24,silverstone,Vitantonio Liuzzi,18,23,0,25505.0,26643.0,26074.0
849,30,silverstone,Michael Schumacher,9,13,+1:17.912,24651.0,31751.0,28881.333333333332
849,67,silverstone,Sébastien Buemi,0,19,0,24620.0,26279.0,25449.5
849,153,silverstone,Jaime Alguersuari,10,18,+1:19.108,24095.0,24719.0,24407.0
849,155,silverstone,Kamui Kobayashi,0,8,0,28448.0,31551.0,29999.5
849,808,silverstone,Vitaly Petrov,12,14,+1:20.681,24172.0,24880.0,24526.0
849,813,silverstone,Pastor Maldonado,14,7,0,23869.0,26238.0,24793.0
849,814,silverstone,Paul di Resta,15,6,0,26612.0,45291.0,34458.0
849,815,silverstone,Sergio Pérez,7,12,+1:05.590,25386.0,25619.0,25502.5
849,816,silverstone,Jérôme d'Ambrosio,17,22,0,25428.0,28742.0,27085.0
849,817,silverstone,Daniel Ricciardo,19,24,0,25872.0,26942.0,26407.0
850,1,nurburgring,Lewis Hamilton,1,2,1:37:30.334,20403.0,20982.0,20627.0
850,3,nurburgring,Nico Rosberg,7,6,0,20047.0,20975.0,20456.666666666668
850,4,nurburgring,Fernando Alonso,2,4,+3.980,19975.0,20430.0,20146.666666666668
850,5,nurburgring,Heikki Kovalainen,16,18,0,21175.0,22088.0,21631.5
850,10,nurburgring,Timo Glock,17,19,0,21252.0,22252.0,21752.0
850,13,nurburgring,Felipe Massa,5,5,+52.252,20185.0,21903.0,20810.666666666668
850,16,nurburgring,Adrian Sutil,6,8,+1:26.208,20839.0,20879.0,20859.0
850,17,nurburgring,Mark Webber,3,1,+9.788,20324.0,21299.0,20687.666666666668
850,18,nurburgring,Jenson Button,0,7,0,20952.0,20952.0,20952.0
850,20,nurburgring,Sebastian Vettel,4,3,+47.921,20110.0,20394.0,20259.333333333332
850,24,nurburgring,Vitantonio Liuzzi,0,23,0,22048.0,22048.0,22048.0
850,30,nurburgring,Michael Schumacher,8,10,0,19930.0,20768.0,20332.333333333332
850,67,nurburgring,Sébastien Buemi,15,24,0,20954.0,27301.0,24127.5
850,153,nurburgring,Jaime Alguersuari,12,16,0,21062.0,21689.0,21375.5
850,155,nurburgring,Kamui Kobayashi,9,17,0,20882.0,21267.0,21074.5
850,808,nurburgring,Vitaly Petrov,10,9,0,20572.0,21449.0,21010.5
850,812,nurburgring,Karun Chandhok,20,20,0,22331.0,31879.0,25556.0
850,813,nurburgring,Pastor Maldonado,14,13,0,21057.0,21601.0,21329.0
850,814,nurburgring,Paul di Resta,13,12,0,22535.0,23676.0,23105.5
850,815,nurburgring,Sergio Pérez,11,15,0,21645.0,27247.0,24446.0
850,816,nurburgring,Jérôme d'Ambrosio,18,21,0,20762.0,23588.0,22175.0
850,817,nurburgring,Daniel Ricciardo,19,22,0,22319.0,24053.0,23186.0
851,1,hungaroring,Lewis Hamilton,4,2,+48.338,13173.0,21880.0,19866.666666666668
851,2,hungaroring,Nick Heidfeld,0,14,0,21371.0,25434.0,23402.5
851,3,hungaroring,Nico Rosberg,9,7,0,19939.0,23244.0,21128.25
851,4,hungaroring,Fernando Alonso,3,5,+19.819,19936.0,23208.0,21539.0
851,5,hungaroring,Heikki Kovalainen,0,18,0,20990.0,22772.0,21997.6
851,10,hungaroring,Timo Glock,17,20,0,20613.0,22222.0,21254.666666666668
851,13,hungaroring,Felipe Massa,6,4,+1:23.176,21138.0,22453.0,21760.25
851,15,hungaroring,Jarno Trulli,0,19,0,23118.0,23118.0,23118.0
851,16,hungaroring,Adrian Sutil,14,8,0,20589.0,21902.0,21447.5
851,17,hungaroring,Mark Webber,5,6,+49.742,20000.0,21122.0,20672.8
851,18,hungaroring,Jenson Button,1,3,1:46:42.337,20046.0,21786.0,20965.666666666668
851,20,hungaroring,Sebastian Vettel,2,1,+3.588,19664.0,20690.0,20321.666666666668
851,22,hungaroring,Rubens Barrichello,13,15,0,20580.0,31539.0,24514.4
851,24,hungaroring,Vitantonio Liuzzi,20,21,0,22458.0,27839.0,23888.2
851,30,hungaroring,Michael Schumacher,0,9,0,20071.0,21948.0,21009.5
851,67,hungaroring,Sébastien Buemi,8,23,0,20360.0,22349.0,21389.666666666668
851,153,hungaroring,Jaime Alguersuari,10,16,0,21345.0,23734.0,22543.666666666668
851,155,hungaroring,Kamui Kobayashi,11,13,0,21258.0,23725.0,22611.666666666668
851,808,hungaroring,Vitaly Petrov,12,12,0,21353.0,25532.0,23172.0
851,813,hungaroring,Pastor Maldonado,16,17,0,13186.0,23397.0,20770.0
851,814,hungaroring,Paul di Resta,7,11,0,20801.0,22262.0,21332.666666666668
851,815,hungaroring,Sergio Pérez,15,10,0,13201.0,22215.0,19225.75
851,816,hungaroring,Jérôme d'Ambrosio,19,24,0,20916.0,49849.0,29643.0
851,817,hungaroring,Daniel Ricciardo,18,22,0,21651.0,23563.0,22686.0
852,1,spa,Lewis Hamilton,0,2,0,21895.0,21895.0,21895.0
852,3,spa,Nico Rosberg,6,5,+48.674,21171.0,23090.0,22130.5
852,4,spa,Fernando Alonso,4,8,+13.022,20994.0,21243.0,21118.5
852,5,spa,Heikki Kovalainen,15,16,0,22009.0,28539.0,24284.666666666668
852,10,spa,Timo Glock,18,19,0,13914.0,35092.0,23732.75
852,13,spa,Felipe Massa,8,4,+1:06.076,21485.0,22267.0,21869.333333333332
852,15,spa,Jarno Trulli,14,18,0,21484.0,22159.0,21821.5
852,16,spa,Adrian Sutil,7,15,+59.713,20983.0,22773.0,21878.0
852,17,spa,Mark Webber,2,3,+3.741,20947.0,21015.0,20981.0
852,18,spa,Jenson Button,3,13,+9.669,21640.0,26046.0,23147.333333333332
852,20,spa,Sebastian Vettel,1,1,1:26:44.893,20786.0,21411.0,21031.666666666668
852,22,spa,Rubens Barrichello,16,14,0,21478.0,47753.0,30349.666666666668
852,24,spa,Vitantonio Liuzzi,19,22,0,21766.0,30959.0,26362.5
852,30,spa,Michael Schumacher,5,24,+47.464,20153.0,21319.0,20566.0
852,155,spa,Kamui Kobayashi,12,12,+1:31.976,21269.0,24161.0,22715.0
852,808,spa,Vitaly Petrov,9,10,+1:11.917,21395.0,21979.0,21687.0
852,811,spa,Bruno Senna,13,7,+1:32.985,13968.0,30795.0,21839.666666666668
852,813,spa,Pastor Maldonado,10,21,+1:17.615,21421.0,22303.0,21862.0
852,814,spa,Paul di Resta,11,17,+1:23.994,21334.0,21350.0,21342.0
852,815,spa,Sergio Pérez,0,9,0,14089.0,26092.0,21354.666666666668
852,816,spa,Jérôme d'Ambrosio,17,20,0,22114.0,22939.0,22526.5
852,817,spa,Daniel Ricciardo,0,23,0,23780.0,23780.0,23780.0
853,1,monza,Lewis Hamilton,4,2,+17.417,21876.0,22083.0,21979.5
853,4,monza,Fernando Alonso,3,4,+16.909,21989.0,22539.0,22264.0
853,5,monza,Heikki Kovalainen,13,20,0,22611.0,23298.0,22954.5
853,10,monza,Timo Glock,15,21,0,22784.0,25147.0,23965.5
853,13,monza,Felipe Massa,6,6,+42.993,21821.0,22148.0,21984.5
853,15,monza,Jarno Trulli,14,19,0,23420.0,30391.0,26905.5
853,18,monza,Jenson Button,2,3,+9.590,21660.0,22095.0,21877.5
853,20,monza,Sebastian Vettel,1,1,1:20:46.172,21378.0,22124.0,21751.0
853,22,monza,Rubens Barrichello,12,13,0,23414.0,29157.0,26285.5
853,30,monza,Michael Schumacher,5,8,+32.677,22014.0,22709.0,22361.5
853,67,monza,Sébastien Buemi,10,16,0,24086.0,24234.0,24160.0
853,153,monza,Jaime Alguersuari,7,18,0,21988.0,22279.0,22133.5
853,155,monza,Kamui Kobayashi,0,17,0,22939.0,27550.0,25244.5
853,811,monza,Bruno Senna,9,10,0,22273.0,23145.0,22650.666666666668
853,813,monza,Pastor Maldonado,11,14,0,22614.0,23063.0,22838.5
853,814,monza,Paul di Resta,8,11,0,21870.0,23069.0,22469.5
853,817,monza,Daniel Ricciardo,0,23,0,30777.0,1004718.0,517747.5
854,1,marina_bay,Lewis Hamilton,5,4,+1:07.766,24342.0,33456.0,29704.4
854,3,marina_bay,Nico Rosberg,7,7,0,29417.0,30261.0,29742.333333333332
854,4,marina_bay,Fernando Alonso,4,5,+55.449,29972.0,30621.0,30326.666666666668
854,5,marina_bay,Heikki Kovalainen,16,19,0,31207.0,32202.0,31676.666666666668
854,13,marina_bay,Felipe Massa,9,6,0,30290.0,32351.0,31025.5
854,15,marina_bay,Jarno Trulli,0,20,0,31048.0,33317.0,31844.333333333332
854,16,marina_bay,Adrian Sutil,8,9,0,30718.0,33418.0,32068.0
854,17,marina_bay,Mark Webber,3,2,+29.279,30413.0,31204.0,30693.0
854,18,marina_bay,Jenson Button,2,3,+1.737,29921.0,30305.0,30131.666666666668
854,20,marina_bay,Sebastian Vettel,1,1,1:59:06.757,30023.0,30809.0,30542.666666666668
854,22,marina_bay,Rubens Barrichello,13,12,0,30456.0,30544.0,30500.0
854,24,marina_bay,Vitantonio Liuzzi,20,24,0,31687.0,42920.0,35264.5
854,30,marina_bay,Michael Schumacher,0,8,0,29473.0,29610.0,29541.5
854,67,marina_bay,Sébastien Buemi,12,14,0,31394.0,32827.0,32320.0
854,153,marina_bay,Jaime Alguersuari,21,16,0,24299.0,31836.0,29027.666666666668
854,155,marina_bay,Kamui Kobayashi,14,17,0,24715.0,31602.0,29412.5
854,808,marina_bay,Vitaly Petrov,17,18,0,30485.0,30807.0,30639.0
854,811,marina_bay,Bruno Senna,15,15,0,30832.0,36856.0,33518.25
854,813,marina_bay,Pastor Maldonado,11,13,0,30187.0,30888.0,30517.333333333332
854,814,marina_bay,Paul di Resta,6,10,+1:51.067,29764.0,30704.0,30234.0
854,815,marina_bay,Sergio Pérez,10,11,0,30810.0,33344.0,32077.0
854,816,marina_bay,Jérôme d'Ambrosio,18,22,0,31592.0,31763.0,31677.5
854,817,marina_bay,Daniel Ricciardo,19,23,0,33058.0,44170.0,37336.666666666664
855,1,suzuka,Lewis Hamilton,5,3,+24.268,21091.0,22821.0,21734.666666666668
855,3,suzuka,Nico Rosberg,10,23,+44.322,20575.0,20809.0,20683.0
855,4,suzuka,Fernando Alonso,2,5,+1.160,20731.0,21319.0,21065.666666666668
855,5,suzuka,Heikki Kovalainen,18,18,+1:27.824,21412.0,22532.0,21821.0
855,10,suzuka,Timo Glock,20,21,0,21726.0,25563.0,23388.666666666668
855,13,suzuka,Felipe Massa,7,4,+28.240,21100.0,21313.0,21209.0
855,15,suzuka,Jarno Trulli,19,19,+1:36.140,21636.0,22233.0,22008.333333333332
855,16,suzuka,Adrian Sutil,11,11,+54.447,21337.0,21839.0,21562.333333333332
855,17,suzuka,Mark Webber,4,6,+8.071,21369.0,21820.0,21548.0
855,18,suzuka,Jenson Button,1,2,1:30:53.427,20713.0,21094.0,20935.0
855,20,suzuka,Sebastian Vettel,3,1,+2.006,21596.0,22374.0,21891.666666666668
855,22,suzuka,Rubens Barrichello,17,13,+1:14.191,21890.0,22736.0,22252.0
855,24,suzuka,Vitantonio Liuzzi,23,24,0,22631.0,28244.0,25197.0
855,30,suzuka,Michael Schumacher,6,8,+27.120,20667.0,22570.0,21372.0
855,67,suzuka,Sébastien Buemi,0,15,0,21849.0,21849.0,21849.0
855,153,suzuka,Jaime Alguersuari,15,16,+1:06.623,21792.0,22584.0,22188.0
855,155,suzuka,Kamui Kobayashi,13,7,+1:03.705,22299.0,24263.0,23281.0
855,808,suzuka,Vitaly Petrov,9,10,+42.607,20832.0,21304.0,21068.0
